,data,label
513,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 128.wav,left
514,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 128_noise.wav,left
515,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 129.wav,left
516,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 129_noise.wav,left
517,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 130.wav,left
518,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 130_noise.wav,left
519,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 131.wav,left
520,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 131_noise.wav,left
521,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 132.wav,left
522,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 151.wav,left
523,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 153.wav,left
524,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 153_noise.wav,left
525,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 154.wav,left
526,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 154_noise.wav,left
527,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 155.wav,left
528,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 155_noise.wav,left
529,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 167.wav,left
530,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 167_noise.wav,left
531,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 168_noise.wav,left
532,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 169.wav,left
533,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 169_noise.wav,left
534,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 170.wav,left
535,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 170_noise.wav,left
536,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 171.wav,left
537,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 197_noise.wav,left
538,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 198_noise.wav,left
539,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 199.wav,left
540,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 199_noise.wav,left
541,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 200_noise.wav,left
542,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 202.wav,left
543,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 202_noise.wav,left
544,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 203.wav,left
545,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 203_noise.wav,left
546,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 204.wav,left
547,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 204_noise.wav,left
548,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 205.wav,left
549,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 205_noise.wav,left
550,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 206_noise.wav,left
551,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 237.wav,left
552,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 237_noise.wav,left
553,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 238_noise.wav,left
554,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 239.wav,left
555,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 239_noise.wav,left
556,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 240_noise.wav,left
557,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 241_noise.wav,left
558,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 242_noise.wav,left
559,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 243.wav,left
560,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 243_noise.wav,left
561,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 244.wav,left
562,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 244_noise.wav,left
563,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 245.wav,left
564,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 245_noise.wav,left
565,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 246.wav,left
566,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 273_noise.wav,left
567,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 275.wav,left
568,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 275_noise.wav,left
569,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 276.wav,left
570,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 277.wav,left
571,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 277_noise.wav,left
572,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 278.wav,left
573,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 278_noise.wav,left
574,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 279.wav,left
575,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 280.wav,left
576,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.58.50.wav,right
577,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.58.50_noise.wav,right
578,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.02.wav,right
579,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.02_noise.wav,right
580,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.06.wav,right
581,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.06_noise.wav,right
582,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.09_noise.wav,right
583,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.19.wav,right
584,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.19_noise.wav,right
585,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.23_noise.wav,right
586,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.26.wav,right
587,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.26_noise.wav,right
588,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.32.wav,right
589,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.32_noise.wav,right
590,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.36.wav,right
591,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.36_noise.wav,right
592,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.40.wav,right
593,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.47.wav,right
594,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.52.wav,right
595,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.55_noise.wav,right
596,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.58_noise.wav,right
597,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.02.wav,right
598,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.06_noise.wav,right
599,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.17_noise.wav,right
600,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.21.wav,right
601,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.21_noise.wav,right
602,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.25_noise.wav,right
603,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.28.wav,right
604,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.28_noise.wav,right
605,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.36.wav,right
606,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.36_noise.wav,right
607,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.41.wav,right
608,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.41_noise.wav,right
609,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.45.wav,right
610,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.45_noise.wav,right
611,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.06.wav,right
612,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.06_noise.wav,right
613,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.16.wav,right
614,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.21.wav,right
615,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.24.wav,right
616,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.24_noise.wav,right
617,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.27.wav,right
618,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.27_noise.wav,right
619,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.30_noise.wav,right
620,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.33.wav,right
621,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.33_noise.wav,right
622,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.37.wav,right
623,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.37_noise.wav,right
624,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.41_noise.wav,right
625,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.45.wav,right
626,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.45_noise.wav,right
627,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.48.wav,right
628,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.48_noise.wav,right
629,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.51.wav,right
630,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.51_noise.wav,right
631,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428332997.wav,right
632,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428332997_noise.wav,right
633,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428332998_noise.wav,right
634,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428332999.wav,right
635,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333000.wav,right
636,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333000_noise.wav,right
637,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333001.wav,right
638,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333001_noise.wav,right
639,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333002_noise.wav,right
640,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333003.wav,right
641,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333004.wav,right
642,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333004_noise.wav,right
643,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333005.wav,right
644,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333005_noise.wav,right
645,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333006_noise.wav,right
646,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-57_noise.wav,right
647,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-58.wav,right
648,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-58_noise.wav,right
649,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-59_noise.wav,right
650,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-60_noise.wav,right
651,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-61_noise.wav,right
652,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-62_noise.wav,right
653,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-63.wav,right
654,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-63_noise.wav,right
655,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-64.wav,right
656,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-65.wav,right
657,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-65_noise.wav,right
658,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-66.wav,right
659,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-66_noise.wav,right
660,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Ggg.wav,right
661,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Ggg_noise.wav,right
662,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-175.wav,right
663,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-175_noise.wav,right
664,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-176.wav,right
665,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-176_noise.wav,right
666,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-177.wav,right
667,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-178.wav,right
668,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-178_noise.wav,right
669,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-179.wav,right
670,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-180.wav,right
671,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-180_noise.wav,right
672,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-181.wav,right
673,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-181_noise.wav,right
674,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-182_noise.wav,right
675,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-183.wav,right
676,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-183_noise.wav,right
677,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-184.wav,right
678,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-184_noise.wav,right
679,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-185.wav,right
680,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-185_noise.wav,right
681,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-186.wav,right
682,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-187.wav,right
683,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-188_noise.wav,right
684,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-189.wav,right
685,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-190.wav,right
686,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-190_noise.wav,right
687,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-192.wav,right
688,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-192_noise.wav,right
689,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-194.wav,right
690,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-196.wav,right
691,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-196_noise.wav,right
692,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-197.wav,right
693,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-197_noise.wav,right
694,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-198.wav,right
695,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-199_noise.wav,right
696,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-200.wav,right
697,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-201.wav,right
698,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-201_noise.wav,right
699,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-203.wav,right
700,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-203_noise.wav,right
701,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-204.wav,right
702,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-204_noise.wav,right
703,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-205_noise.wav,right
704,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-206.wav,right
705,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-206_noise.wav,right
706,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-208.wav,right
707,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-208_noise.wav,right
708,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-210.wav,right
709,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-210_noise.wav,right
710,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-212.wav,right
711,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-212_noise.wav,right
712,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-213_noise.wav,right
713,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-214.wav,right
714,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-214_noise.wav,right
715,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-215.wav,right
716,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-216_noise.wav,right
717,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-217.wav,right
718,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-217_noise.wav,right
719,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-218.wav,right
720,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-218_noise.wav,right
721,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-219.wav,right
722,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-219_noise.wav,right
723,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-221_noise.wav,right
724,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-222.wav,right
725,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r10.wav,right
726,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r11.wav,right
727,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r11_noise.wav,right
728,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r12_noise.wav,right
729,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r13.wav,right
730,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r13_noise.wav,right
731,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r14.wav,right
732,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r16.wav,right
733,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r17_noise.wav,right
734,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r18.wav,right
735,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r18_noise.wav,right
736,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r19.wav,right
737,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r19_noise.wav,right
738,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r20.wav,right
739,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r20_noise.wav,right
740,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r2_noise.wav,right
741,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r3.wav,right
742,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r4.wav,right
743,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r4_noise.wav,right
744,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r5.wav,right
745,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r5_noise.wav,right
746,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r7.wav,right
747,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r7_noise.wav,right
748,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r8.wav,right
749,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r8_noise.wav,right
750,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r9.wav,right
751,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr1.wav,right
752,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr10.wav,right
753,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr10_noise.wav,right
754,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr1_noise.wav,right
755,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr2.wav,right
756,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr2_noise.wav,right
757,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr3.wav,right
758,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr4.wav,right
759,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr5.wav,right
760,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr6.wav,right
761,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr7.wav,right
762,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr8.wav,right
763,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr9.wav,right
764,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 068.wav,right
765,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 069.wav,right
766,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 069_noise.wav,right
767,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 070.wav,right
768,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 070_noise.wav,right
769,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 071.wav,right
