,data,label,direction_down,direction_left,direction_right,direction_up
446,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-144_noise.wav,left,0,1,0,0
447,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-145.wav,left,0,1,0,0
448,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-145_noise.wav,left,0,1,0,0
449,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-146.wav,left,0,1,0,0
450,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-147.wav,left,0,1,0,0
451,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-147_noise.wav,left,0,1,0,0
452,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-148_noise.wav,left,0,1,0,0
453,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-151.wav,left,0,1,0,0
454,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-151_noise.wav,left,0,1,0,0
455,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-153.wav,left,0,1,0,0
456,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-153_noise.wav,left,0,1,0,0
457,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-155.wav,left,0,1,0,0
458,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-157.wav,left,0,1,0,0
459,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-157_noise.wav,left,0,1,0,0
460,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-158.wav,left,0,1,0,0
461,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-159.wav,left,0,1,0,0
462,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-160.wav,left,0,1,0,0
463,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-160_noise.wav,left,0,1,0,0
464,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-162_noise.wav,left,0,1,0,0
465,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-163.wav,left,0,1,0,0
466,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-163_noise.wav,left,0,1,0,0
467,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-164.wav,left,0,1,0,0
468,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-165.wav,left,0,1,0,0
469,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-165_noise.wav,left,0,1,0,0
470,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-166.wav,left,0,1,0,0
471,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-166_noise.wav,left,0,1,0,0
472,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-167.wav,left,0,1,0,0
473,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-167_noise.wav,left,0,1,0,0
474,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-168.wav,left,0,1,0,0
475,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-169.wav,left,0,1,0,0
476,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-170.wav,left,0,1,0,0
477,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-171.wav,left,0,1,0,0
478,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-172.wav,left,0,1,0,0
479,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-173.wav,left,0,1,0,0
480,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-173_noise.wav,left,0,1,0,0
481,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-174.wav,left,0,1,0,0
482,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 058.wav,left,0,1,0,0
483,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 059.wav,left,0,1,0,0
484,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 059_noise.wav,left,0,1,0,0
485,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 060.wav,left,0,1,0,0
486,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 060_noise.wav,left,0,1,0,0
487,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 061.wav,left,0,1,0,0
488,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 061_noise.wav,left,0,1,0,0
489,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 062.wav,left,0,1,0,0
490,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 063.wav,left,0,1,0,0
491,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 063_noise.wav,left,0,1,0,0
492,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 064.wav,left,0,1,0,0
493,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 064_noise.wav,left,0,1,0,0
494,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 065.wav,left,0,1,0,0
495,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 065_noise.wav,left,0,1,0,0
496,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 066.wav,left,0,1,0,0
497,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 066_noise.wav,left,0,1,0,0
498,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 067_noise.wav,left,0,1,0,0
499,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 088.wav,left,0,1,0,0
500,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 089.wav,left,0,1,0,0
501,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 090.wav,left,0,1,0,0
502,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 090_noise.wav,left,0,1,0,0
503,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 092.wav,left,0,1,0,0
504,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 092_noise.wav,left,0,1,0,0
505,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 108.wav,left,0,1,0,0
506,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 108_noise.wav,left,0,1,0,0
507,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 109.wav,left,0,1,0,0
508,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 109_noise.wav,left,0,1,0,0
509,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 110.wav,left,0,1,0,0
510,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 110_noise.wav,left,0,1,0,0
511,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 111.wav,left,0,1,0,0
512,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 112.wav,left,0,1,0,0
513,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 128.wav,left,0,1,0,0
514,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 128_noise.wav,left,0,1,0,0
515,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 129.wav,left,0,1,0,0
516,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 129_noise.wav,left,0,1,0,0
517,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 130.wav,left,0,1,0,0
518,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 130_noise.wav,left,0,1,0,0
519,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 131.wav,left,0,1,0,0
520,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 131_noise.wav,left,0,1,0,0
521,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 132.wav,left,0,1,0,0
522,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 151.wav,left,0,1,0,0
523,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 153.wav,left,0,1,0,0
524,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 153_noise.wav,left,0,1,0,0
525,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 154.wav,left,0,1,0,0
526,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 154_noise.wav,left,0,1,0,0
527,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 155.wav,left,0,1,0,0
528,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 155_noise.wav,left,0,1,0,0
529,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 167.wav,left,0,1,0,0
530,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 167_noise.wav,left,0,1,0,0
531,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 168_noise.wav,left,0,1,0,0
532,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 169.wav,left,0,1,0,0
533,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 169_noise.wav,left,0,1,0,0
534,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 170.wav,left,0,1,0,0
535,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 170_noise.wav,left,0,1,0,0
536,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 171.wav,left,0,1,0,0
537,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 197_noise.wav,left,0,1,0,0
538,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 198_noise.wav,left,0,1,0,0
539,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 199.wav,left,0,1,0,0
540,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 199_noise.wav,left,0,1,0,0
541,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 200_noise.wav,left,0,1,0,0
542,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 202.wav,left,0,1,0,0
543,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 202_noise.wav,left,0,1,0,0
544,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 203.wav,left,0,1,0,0
545,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 203_noise.wav,left,0,1,0,0
546,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 204.wav,left,0,1,0,0
547,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 204_noise.wav,left,0,1,0,0
548,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 205.wav,left,0,1,0,0
549,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 205_noise.wav,left,0,1,0,0
550,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 206_noise.wav,left,0,1,0,0
551,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 237.wav,left,0,1,0,0
552,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 237_noise.wav,left,0,1,0,0
553,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 238_noise.wav,left,0,1,0,0
554,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 239.wav,left,0,1,0,0
555,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 239_noise.wav,left,0,1,0,0
556,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 240_noise.wav,left,0,1,0,0
557,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 241_noise.wav,left,0,1,0,0
558,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 242_noise.wav,left,0,1,0,0
559,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 243.wav,left,0,1,0,0
560,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 243_noise.wav,left,0,1,0,0
561,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 244.wav,left,0,1,0,0
562,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 244_noise.wav,left,0,1,0,0
563,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 245.wav,left,0,1,0,0
564,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 245_noise.wav,left,0,1,0,0
565,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 246.wav,left,0,1,0,0
566,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 273_noise.wav,left,0,1,0,0
567,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 275.wav,left,0,1,0,0
568,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 275_noise.wav,left,0,1,0,0
569,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 276.wav,left,0,1,0,0
570,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 277.wav,left,0,1,0,0
571,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 277_noise.wav,left,0,1,0,0
572,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 278.wav,left,0,1,0,0
573,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 278_noise.wav,left,0,1,0,0
574,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 279.wav,left,0,1,0,0
575,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 280.wav,left,0,1,0,0
576,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.58.50.wav,right,0,0,1,0
577,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.58.50_noise.wav,right,0,0,1,0
578,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.02.wav,right,0,0,1,0
579,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.02_noise.wav,right,0,0,1,0
580,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.06.wav,right,0,0,1,0
581,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.06_noise.wav,right,0,0,1,0
582,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.09_noise.wav,right,0,0,1,0
583,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.19.wav,right,0,0,1,0
584,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.19_noise.wav,right,0,0,1,0
585,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.23_noise.wav,right,0,0,1,0
586,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.26.wav,right,0,0,1,0
587,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.26_noise.wav,right,0,0,1,0
588,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.32.wav,right,0,0,1,0
589,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.32_noise.wav,right,0,0,1,0
590,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.36.wav,right,0,0,1,0
591,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.36_noise.wav,right,0,0,1,0
592,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.40.wav,right,0,0,1,0
593,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.47.wav,right,0,0,1,0
594,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.52.wav,right,0,0,1,0
595,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.55_noise.wav,right,0,0,1,0
596,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 10.59.58_noise.wav,right,0,0,1,0
597,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.02.wav,right,0,0,1,0
598,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.06_noise.wav,right,0,0,1,0
599,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.17_noise.wav,right,0,0,1,0
600,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.21.wav,right,0,0,1,0
601,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.21_noise.wav,right,0,0,1,0
602,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.25_noise.wav,right,0,0,1,0
603,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.28.wav,right,0,0,1,0
604,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.28_noise.wav,right,0,0,1,0
605,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.36.wav,right,0,0,1,0
606,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.36_noise.wav,right,0,0,1,0
607,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.41.wav,right,0,0,1,0
608,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.41_noise.wav,right,0,0,1,0
609,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.45.wav,right,0,0,1,0
610,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.00.45_noise.wav,right,0,0,1,0
611,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.06.wav,right,0,0,1,0
612,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.06_noise.wav,right,0,0,1,0
613,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.16.wav,right,0,0,1,0
614,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.21.wav,right,0,0,1,0
615,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.24.wav,right,0,0,1,0
616,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.24_noise.wav,right,0,0,1,0
617,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.27.wav,right,0,0,1,0
618,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.27_noise.wav,right,0,0,1,0
619,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.30_noise.wav,right,0,0,1,0
620,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.33.wav,right,0,0,1,0
621,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.33_noise.wav,right,0,0,1,0
622,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.37.wav,right,0,0,1,0
623,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.37_noise.wav,right,0,0,1,0
624,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.41_noise.wav,right,0,0,1,0
625,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.45.wav,right,0,0,1,0
626,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.45_noise.wav,right,0,0,1,0
627,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.48.wav,right,0,0,1,0
628,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.48_noise.wav,right,0,0,1,0
629,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.51.wav,right,0,0,1,0
630,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1402-04-03 11.43.51_noise.wav,right,0,0,1,0
631,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428332997.wav,right,0,0,1,0
632,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428332997_noise.wav,right,0,0,1,0
633,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428332998_noise.wav,right,0,0,1,0
634,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428332999.wav,right,0,0,1,0
635,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333000.wav,right,0,0,1,0
636,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333000_noise.wav,right,0,0,1,0
637,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333001.wav,right,0,0,1,0
638,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333001_noise.wav,right,0,0,1,0
639,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333002_noise.wav,right,0,0,1,0
640,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333003.wav,right,0,0,1,0
641,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333004.wav,right,0,0,1,0
642,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333004_noise.wav,right,0,0,1,0
643,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333005.wav,right,0,0,1,0
644,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333005_noise.wav,right,0,0,1,0
645,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/1_4943117662428333006_noise.wav,right,0,0,1,0
646,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-57_noise.wav,right,0,0,1,0
647,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-58.wav,right,0,0,1,0
648,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-58_noise.wav,right,0,0,1,0
649,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-59_noise.wav,right,0,0,1,0
650,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-60_noise.wav,right,0,0,1,0
651,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-61_noise.wav,right,0,0,1,0
652,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-62_noise.wav,right,0,0,1,0
653,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-63.wav,right,0,0,1,0
654,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-63_noise.wav,right,0,0,1,0
655,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-64.wav,right,0,0,1,0
656,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-65.wav,right,0,0,1,0
657,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-65_noise.wav,right,0,0,1,0
658,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-66.wav,right,0,0,1,0
659,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/AnyConv.com__msg-1583385616-66_noise.wav,right,0,0,1,0
660,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Ggg.wav,right,0,0,1,0
661,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Ggg_noise.wav,right,0,0,1,0
662,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-175.wav,right,0,0,1,0
663,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-175_noise.wav,right,0,0,1,0
664,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-176.wav,right,0,0,1,0
665,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-176_noise.wav,right,0,0,1,0
666,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-177.wav,right,0,0,1,0
